time,pos1,pos2,vel1,vel2,tau1,tau2
6.550000000000000266e-01,3.098515002348533276e+00,-3.096821237992042342e-02,-5.908406116799988506e-02,1.671594511030403130e-01,0.000000000000000000e+00,3.169977664947509766e-01
6.600000000000000311e-01,3.098175636508352593e+00,-3.007986358604419763e-02,-7.659302105366001812e-02,1.880938898236496348e-01,0.000000000000000000e+00,2.779614925384521484e-01
6.650000000000000355e-01,3.097731218388062757e+00,-2.905617057076348431e-02,-1.011134142463732816e-01,2.213079295885952980e-01,0.000000000000000000e+00,3.038084506988525391e-01
6.700000000000000400e-01,3.097122796642771458e+00,-2.779456612017749961e-02,-1.421959792997635197e-01,2.832601612088627707e-01,0.000000000000000000e+00,3.629231452941894531e-01
6.750000000000000444e-01,3.096301184081958979e+00,-2.620939262122767843e-02,-1.864324647577638716e-01,3.508036863027046426e-01,0.000000000000000000e+00,3.746843338012695312e-01
6.800000000000000488e-01,3.095252407914268478e+00,-2.427585402216791977e-02,-2.330899342117890849e-01,4.226532845197861765e-01,0.000000000000000000e+00,3.831648826599121094e-01
6.850000000000000533e-01,3.093965189601818100e+00,-2.197386690413338783e-02,-2.818308861283038147e-01,4.982197931489913412e-01,0.000000000000000000e+00,3.899526596069335938e-01
6.900000000000000577e-01,3.092429522140067277e+00,-1.928555697817468939e-02,-3.324875835660401902e-01,5.772137849077292326e-01,0.000000000000000000e+00,3.957450389862060547e-01
6.950000000000000622e-01,3.090659246989628794e+00,-1.623417405678395653e-02,-3.756925525613966643e-01,6.434811704763534479e-01,0.000000000000000000e+00,3.684520721435546875e-01
7.000000000000000666e-01,3.088682522498563898e+00,-1.286765266943934449e-02,-4.150801736904536909e-01,7.032917895340168313e-01,0.000000000000000000e+00,3.535223007202148438e-01
7.049999999999999600e-01,3.086511578270077827e+00,-9.206442831835026652e-03,-4.533906405271578843e-01,7.613747459460498135e-01,0.000000000000000000e+00,3.479182720184326172e-01
7.099999999999999645e-01,3.084122582313652217e+00,-5.208779260205353978e-03,-5.023083630573805802e-01,8.378875704917918554e-01,0.000000000000000000e+00,3.829145431518554688e-01
7.149999999999999689e-01,3.081454400788605774e+00,-7.685235801400125411e-04,-5.650750571602215500e-01,9.384311396312859932e-01,0.000000000000000000e+00,4.290390014648437500e-01
7.199999999999999734e-01,3.079462655733397725e+00,2.466842518169976017e-03,-2.318760248256692691e-01,3.561489639277619634e-01,0.000000000000000000e+00,-9.564334154129028320e-01
7.249999999999999778e-01,3.085392897023406800e+00,-8.016710817110528353e-03,2.584769457340623688e+00,-4.518296597234050971e+00,0.000000000000000000e+00,-9.961270093917846680e+00
7.299999999999999822e-01,3.091403829790978719e+00,-1.873290123439463883e-02,-1.606217312011604115e-01,1.994092779481402289e-01,0.000000000000000000e+00,9.459019899368286133e+00
7.349999999999999867e-01,3.089624669260872647e+00,-1.607365912840386102e-02,-5.508324473044233782e-01,8.639633696833114440e-01,0.000000000000000000e+00,1.578874588012695312e+00
7.399999999999999911e-01,3.087057322338814469e+00,-1.209680729913653607e-02,-4.762413897730661816e-01,7.270221843730908518e-01,0.000000000000000000e+00,-4.389941692352294922e-02
