time,pos1,pos2,vel1,vel2,tau1,tau2
5.050000000000003375e-01,4.484659393292043994e+00,-3.137878765107849688e+00,5.584752052678872758e+00,4.955089436417114079e+00,0.000000000000000000e+00,2.127540421004487925e-01
5.100000000000003419e-01,4.512202199572818984e+00,-3.113448074047677760e+00,5.429698181806165813e+00,4.818378155917991457e+00,0.000000000000000000e+00,2.989985836891158599e-01
5.150000000000003464e-01,4.538903955919079358e+00,-3.089649826010270051e+00,5.248832770918554935e+00,4.701941279429070697e+00,0.000000000000000000e+00,-2.817002135906890636e+00
5.200000000000003508e-01,4.565692843852913185e+00,-3.067652463515226913e+00,5.465361204055706246e+00,4.097769520078819561e+00,0.000000000000000000e+00,1.341358228481561277e+00
5.250000000000003553e-01,4.592184674393203103e+00,-3.047019633909437530e+00,5.130213384414744837e+00,4.155987274262009201e+00,0.000000000000000000e+00,1.207243564886090192e+00
5.300000000000003597e-01,4.617028686742049359e+00,-3.026139862777895040e+00,4.806519523811646266e+00,4.196460544559248440e+00,0.000000000000000000e+00,2.724363314802636715e+00
5.350000000000003642e-01,4.639745757248162406e+00,-3.004448859710725284e+00,4.279484686598333809e+00,4.480457105917055927e+00,0.000000000000000000e+00,6.750682701736236524e+00
5.400000000000003686e-01,4.658499140715754550e+00,-2.979733563572259047e+00,3.220652170249283408e+00,5.406360503893239411e+00,0.000000000000000000e+00,5.689999392921532895e+00
5.450000000000003730e-01,4.672286843769446918e+00,-2.950798543280436892e+00,2.293444747713208720e+00,6.168424810415956472e+00,0.000000000000000000e+00,4.234837834167941573e+00
5.500000000000003775e-01,4.681899108791998110e+00,-2.918619549607388564e+00,1.550889928718055089e+00,6.703907030821873114e+00,0.000000000000000000e+00,1.000000000000000000e+01
5.550000000000003819e-01,4.685917890140595787e+00,-2.881456208201680802e+00,5.631756960297407133e-02,8.162687077516673995e+00,0.000000000000000000e+00,1.000000000000000000e+01
5.600000000000003864e-01,4.682525350648382378e+00,-2.837009189392808661e+00,-1.407089997144782334e+00,9.614953831318855393e+00,0.000000000000000000e+00,1.000000000000000000e+01
5.650000000000003908e-01,4.671850176672569965e+00,-2.785283295189466379e+00,-2.862168760493624564e+00,1.107812161554280550e+01,0.000000000000000000e+00,7.771890512208911694e+00
5.700000000000003952e-01,4.654630798773774281e+00,-2.727093873500187726e+00,-4.023906703318646194e+00,1.220057991264339492e+01,0.000000000000000000e+00,5.231220227723222038e+00
5.750000000000003997e-01,4.632440877909713706e+00,-2.664274386627142110e+00,-4.849872671768562959e+00,1.292992298737925694e+01,0.000000000000000000e+00,3.025062413428938335e+00
5.800000000000004041e-01,4.606854442355383661e+00,-2.598666681973968107e+00,-5.382306276931587696e+00,1.331532813155308581e+01,0.000000000000000000e+00,2.286757354476990578e+00
5.850000000000004086e-01,4.578875372296323576e+00,-2.531402716320024560e+00,-5.806770630021915736e+00,1.359230666783065189e+01,0.000000000000000000e+00,2.861995605228678574e+00
5.900000000000004130e-01,4.548632661606997196e+00,-2.462481467533657042e+00,-6.287673029980800798e+00,1.397895122791643985e+01,0.000000000000000000e+00,2.552430204678834080e+00
5.950000000000004174e-01,4.516120869863574860e+00,-2.391714316238729321e+00,-6.714604554788150992e+00,1.433091318582568796e+01,0.000000000000000000e+00,1.016330986409617276e+00
6.000000000000004219e-01,4.481987929116470148e+00,-2.319800891199425230e+00,-6.936430781105951127e+00,1.443645987508447703e+01,0.000000000000000000e+00,-8.960292463678898311e-01
6.050000000000004263e-01,4.447372914379248421e+00,-2.248166672748856953e+00,-6.907501869918325710e+00,1.421730762465500142e+01,0.000000000000000000e+00,-2.733027211294506653e+00
6.100000000000004308e-01,4.413508176740599254e+00,-2.178448766779245815e+00,-6.636012826388388852e+00,1.366754229026225964e+01,0.000000000000000000e+00,-4.070561581747413449e+00
6.150000000000004352e-01,4.381458487556359138e+00,-2.112126630227005197e+00,-6.180933748502778435e+00,1.285688700024586240e+01,0.000000000000000000e+00,-5.217858533333639137e+00
6.200000000000004396e-01,4.352093643588976768e+00,-2.050460819953559000e+00,-5.561382695796874387e+00,1.180310809991595988e+01,0.000000000000000000e+00,-5.702668299652481565e+00
6.250000000000004441e-01,4.326037619375813215e+00,-1.994390860665669507e+00,-4.856940091129136050e+00,1.061768232932726264e+01,0.000000000000000000e+00,-5.842579652298193871e+00
6.300000000000004485e-01,4.303611258615274160e+00,-1.944423965572462221e+00,-4.109316951563035225e+00,9.361741491561206274e+00,0.000000000000000000e+00,-5.722137754250705477e+00
6.350000000000004530e-01,4.284948074675770435e+00,-1.900786162176595129e+00,-3.351747831625288665e+00,8.086492063190460655e+00,0.000000000000000000e+00,-9.978325457621879835e+00
6.400000000000004574e-01,4.271538644342927071e+00,-1.865757944060578488e+00,-2.006151975227758122e+00,5.914761248294881035e+00,0.000000000000000000e+00,-8.143404036443630645e+00
6.450000000000004619e-01,4.264331782769358981e+00,-1.840795879261923007e+00,-8.722570677773584524e-01,4.063826364340972219e+00,0.000000000000000000e+00,-4.815901257296053117e+00
6.500000000000004663e-01,4.261744115207152461e+00,-1.823470867244715077e+00,-1.603424908864777843e-01,2.863416171719673553e+00,0.000000000000000000e+00,-2.756054103734276506e+00
6.550000000000004707e-01,4.262021282368835706e+00,-1.811093277043528404e+00,2.686954232830650602e-01,2.089695228299986773e+00,0.000000000000000000e+00,-1.371615735265107938e+00
6.600000000000004752e-01,4.263978182851493770e+00,-1.801868260074699579e+00,5.150598517996705095e-01,1.599718612856074973e+00,0.000000000000000000e+00,-4.709835306882705908e-01
6.650000000000004796e-01,4.266877771898368366e+00,-1.794634483532400848e+00,6.454629448093123223e-01,1.293505054550182054e+00,0.000000000000000000e+00,-2.254119302773108791e-01
6.700000000000004841e-01,4.270356415566831210e+00,-1.788808113552796453e+00,7.465605937451345042e-01,1.036855806188213602e+00,0.000000000000000000e+00,1.368191220031946820e-01
6.750000000000004885e-01,4.274226280557718027e+00,-1.784078856106026567e+00,8.018267118599544663e-01,8.547476850216921829e-01,0.000000000000000000e+00,3.963622752975381469e-01
6.800000000000004929e-01,4.278291040173646920e+00,-1.780126041078394561e+00,8.244332136328351712e-01,7.263280640478201322e-01,0.000000000000000000e+00,5.765832809079567411e-01
6.850000000000004974e-01,4.282412963309107923e+00,-1.776721794612855954e+00,8.246336104019486024e-01,6.353481656568826796e-01,0.000000000000000000e+00,7.241328515320972770e-01
6.900000000000005018e-01,4.286490205827246491e+00,-1.773695500481029308e+00,8.065164514817468877e-01,5.751649694121516720e-01,0.000000000000000000e+00,1.168248462666744647e+00
6.950000000000005063e-01,4.290329878744042702e+00,-1.770737382215128219e+00,7.295285112745920619e-01,6.081094530763963002e-01,0.000000000000000000e+00,1.136509498462243917e+00
7.000000000000005107e-01,4.293797987309333486e+00,-1.767630761608509404e+00,6.578871317518572015e-01,6.345700019648978785e-01,0.000000000000000000e+00,1.137653887029227873e+00
7.050000000000005151e-01,4.296910043253221900e+00,-1.764390741330553958e+00,5.870994621759051402e-01,6.614747422784281738e-01,0.000000000000000000e+00,1.155516860611144114e+00
7.100000000000005196e-01,4.299664509760630970e+00,-1.761006218764684439e+00,5.148417925583600452e-01,6.923773125131680306e-01,0.000000000000000000e+00,1.178507650758993996e+00
7.150000000000005240e-01,4.302052145651680704e+00,-1.757454390786646892e+00,4.403579942751358889e-01,7.284036807964726634e-01,0.000000000000000000e+00,1.205787467716587846e+00
7.200000000000005285e-01,4.304060217921797715e+00,-1.753707252260520599e+00,3.630080169781320643e-01,7.705085379879774710e-01,0.000000000000000000e+00,1.228323569158492834e+00
7.250000000000005329e-01,4.305675888846763222e+00,-1.749736793467519647e+00,2.833920112250114531e-01,8.177375098349601856e-01,0.000000000000000000e+00,1.241101634368136697e+00
7.300000000000005373e-01,4.306891089861110800e+00,-1.745522470524571768e+00,2.028206147813599591e-01,8.680555814307292506e-01,0.000000000000000000e+00,1.238920383179029416e+00
7.350000000000005418e-01,4.307706214567482483e+00,-1.741056791532567871e+00,1.233790447375723021e-01,9.182667165427541578e-01,0.000000000000000000e+00,1.214763767678535666e+00
7.400000000000005462e-01,4.308134930901485582e+00,-1.736352387694994448e+00,4.837513431758806715e-02,9.634443754737596066e-01,0.000000000000000000e+00,1.353558546928563144e+00
7.450000000000005507e-01,4.308157489953210906e+00,-1.731359571041645395e+00,-3.573000576794230221e-02,1.030734621067947332e+00,0.000000000000000000e+00,1.398446273768447323e+00
7.500000000000005551e-01,4.307786861146033708e+00,-1.726040526196111369e+00,-1.122156569214830674e-01,1.096806584708915233e+00,0.000000000000000000e+00,1.367002032290148605e+00
7.550000000000005596e-01,4.307047638455756555e+00,-1.720407747481958571e+00,-1.833663606508597055e-01,1.156402522369716523e+00,0.000000000000000000e+00,1.351739372395243333e+00
7.600000000000005640e-01,4.305959336917493552e+00,-1.714483545756247951e+00,-2.518763703971519385e-01,1.213403456414984483e+00,0.000000000000000000e+00,1.347940768954146717e+00
7.650000000000005684e-01,4.304530888730293547e+00,-1.708274425180746903e+00,-3.194382447867146757e-01,1.270384543761528651e+00,0.000000000000000000e+00,1.344644881514643453e+00
7.700000000000005729e-01,4.302766692763879242e+00,-1.701780026000027091e+00,-3.861843229214670936e-01,1.327525648600339947e+00,0.000000000000000000e+00,1.340251605624142917e+00
7.750000000000005773e-01,4.300671088714675072e+00,-1.694999996462234204e+00,-4.520085157988487090e-01,1.384645787740641065e+00,0.000000000000000000e+00,1.334905431679426657e+00
7.800000000000005818e-01,4.298248919641251220e+00,-1.687934835180634030e+00,-5.168165201441962120e-01,1.441586596797098441e+00,0.000000000000000000e+00,1.328714323463912939e+00
7.850000000000005862e-01,4.295505474643900534e+00,-1.680585788394869162e+00,-5.805246324901801591e-01,1.498207722858272195e+00,0.000000000000000000e+00,1.321744370762862442e+00
7.900000000000005906e-01,4.292446445447332337e+00,-1.672954778562410150e+00,-6.430557057624894934e-01,1.554379183258771668e+00,0.000000000000000000e+00,1.314057588430178392e+00
